"date","GPP","Precip","Tair","PAR","VPD","fapar","ET","DOY","CO2","year","GPPp","ETp","SWp"
2004-02-01,0,0,-2.94529166666667,0.921187137070725,0.03954375,0.05,0.0943590578074672,32,380,"2004",0,0.0238305130202685,185.282095463272
2004-02-02,0,0,-6.24479166666667,2.00476918823286,0.01563125,0.17,0.0619760817697103,33,380,"2004",0,0.0391953824973912,185.242900080774
2004-02-03,0,0,-4.57333333333333,1.32575048647014,0.01639375,0.17,0.112571357596674,34,380,"2004",0,0.0279478134043268,185.21495226737
2004-02-04,0,7.51,0.911458333333333,1.03305882105829,0.0255875,0.17,0.179263630124355,35,380,"2004",0,0.0271479802904235,190.058802844913
2004-02-05,0,0,-2.89208333333333,0.998741967576859,0.03848125,0.17,0.24448833191008,36,380,"2004",0,0.0226232765630973,188.655868563276
2004-02-06,0,0,-6.85375,2.55656087940439,0.0176833333333333,0.17,0.0273119403635736,37,380,"2004",0,0.048583282827035,187.720579042184
2004-02-07,0,0,-7.410625,5.00993608337875,0.0283291666666667,0.17,0.160942132330713,38,380,"2004",0,0.0927215660288,187.097052694789
2004-02-08,0.0117664464312,0,-12.3770833333333,5.21459871124387,0.00917083333333333,0.17,0.0164374540739303,39,380,"2004",0,0.0747746060378436,186.681368463193
2004-02-09,0.0286536289716,0,-13.0084583333333,4.42648665609968,0.00876875,0.17,0.0164072162195591,40,380,"2004",0,0.06129397995406,186.404245642129
2004-02-10,0.0610039843056,0,-14.8177083333333,5.68932898223143,0.00901458333333333,0.17,0.0161117248107113,41,380,"2004",0,0.0710527229564128,186.219497094752
2004-02-11,0.0904535462142,0,-17.3245833333333,6.18385196124356,0.00700833333333333,0.17,0.00305962425610447,42,380,"2004",0,0.0664273791909758,186.096331396502
2004-02-12,0.0774259952292,0,-12.9943125,3.84623280573942,0.0221479166666667,0.17,0.063880593145011,43,380,"2004",0,0.0533011890018863,186.014220931001
2004-02-13,0.0621113937012,0,-3.92604166666667,2.38900005858413,0.01879375,0.17,0.179358123683964,44,380,"2004",0,0.0517988485169249,185.954162733089
2004-02-14,0.0847603610406,0.8,-0.215625,2.84359985072256,0.0467833333333333,0.17,0.295323272922305,45,380,"2004",0,0.0716527933904682,185.919441822059
2004-02-15,0.1924583353704,0,-2.29520833333333,6.25955567517186,0.05709375,0.17,0.214260851299225,46,380,"2004",0,0.145319823399158,185.89629454804
2004-02-16,0.2726183921274,0,-2.97979166666667,8.25872846444847,0.09738125,0.17,0.158377339400863,47,380,"2004",0,0.186392497286093,185.880863032026
2004-02-17,0.1044538584804,0,-3.62520833333333,2.33373147954282,0.0250854166666667,0.17,0.114542585707771,48,380,"2004",0,0.0512563855507164,185.870575354684
2004-02-18,0.3615785506566,0,-11.8841666666667,8.98414098241063,0.0245854166666667,0.16,0.241158965353977,49,380,"2004",0,0.133932950538274,185.863716903123
2004-02-19,0.2294112434472,0,-11.1110416666667,4.47927162613673,0.0135666666666667,0.16,0.0921996185391139,50,380,"2004",0,0.0696035287954888,185.859144602082
2004-02-20,0.3040012830312,0.024,0.423958333333333,5.68653740571065,0.0444791666666667,0.16,0.0495781536182188,51,380,"2004",0,0.148544695444209,185.867627951785
